"ID","Source File","Section / Heading","Extracted Text","Issue Type","Severity","Recommended Treatment","Known Decision / Recommended Answer","Question for Alex / Committee","Proposed Codex Action After Answer","Status"
"DEC-464","01_drafting/governance/open-questions/EDrill_Family_Bursary_Fundraising_Controls_Placeholder_FUTURE.md","14. Recommended Position","Do not accept contributions until the future legal structure and fundraising controls are approved.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-465","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","The EDrill Family Bursary - Legal and Compliance Action Note","Important: this is not legal advice. It is an internal control note to help EDrill ask the right questions and avoid launching the scheme on weak assumptions.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-466","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","1. Executive Position","The first launch should not describe the scheme as a charity, foundation, public fund, registered society, or donation-funded programme.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-467","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","1. Executive Position","Recommended first governing document name:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-468","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Singapore - Registry of Societies","Official ROS guidance states that a society is a club, company, partnership, or association of 10 or more persons, whatever its nature or object, and not registered under another law. A society of 10 or more persons should seek registration unless an exemption applies.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-469","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Singapore - Registry of Societies","- If EDrill later creates a Singapore society, the future constitution should be drafted using the ROS template as a starting point.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-470","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Singapore - Annual Reporting If A Society Is Later Formed","- The Phase 1 scheme should keep clean records even though it is not yet a society.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-471","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Singapore - Fundraising","- Do not solicit donations in Singapore at Phase 1.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-472","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Singapore - Fundraising","- Do not add ""donate"", ""contribute"", ""fundraiser"", or similar wording to LinkedIn or internal communications unless the fundraising structure has been reviewed.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-473","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Thailand - Tax, Payroll, Labour, and Privacy","- Bursary payments should be treated as tax liable to the recipient.","Historical / Superseded","Administrative","Move to archive/reference","Bursary payments are tax liable to the recipient; recipient handles their own tax position.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-474","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Thailand - Tax, Payroll, Labour, and Privacy","- EDrill should not describe the bursary as tax-free.","Historical / Superseded","Administrative","Move to archive/reference","Bursary payments are tax liable to the recipient; recipient handles their own tax position.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-475","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Thailand - Tax, Payroll, Labour, and Privacy","- Direct employee bank-account payment should be treated as a controlled recipient-taxable payroll route.","Historical / Superseded","Administrative","Move to archive/reference","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-476","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Thailand - Tax, Payroll, Labour, and Privacy","- Payment through a labour-hire agency should be separately confirmed for accounting, withholding/reporting, onward-payment evidence, and labour-law treatment.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-477","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Thailand - Tax, Payroll, Labour, and Privacy","Thailand labour-hire note:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-478","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Thailand - Tax, Payroll, Labour, and Privacy","- The Bursary should use objective eligibility criteria, agency-neutral wording, and Legal-approved controls.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-479","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Thailand - Tax, Payroll, Labour, and Privacy","- The application form should collect only necessary data.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-480","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Thailand - Tax, Payroll, Labour, and Privacy","- Applicant consent should cover collection, verification, review, storage, and limited internal transfer of data.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-481","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","Thailand - Tax, Payroll, Labour, and Privacy","- Publication of beneficiary names or photos should require separate written consent.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-482","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","3. Launch Gates","The bursary should not launch until each gate below has an accountable owner and recorded answer.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-483","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","4. Thailand Questions To Send To Finance / Payroll / Legal","These should be answered in writing before the first award.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-484","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","4. Thailand Questions To Send To Finance / Payroll / Legal","1. Given the working position that payments are tax liable to the recipient, what payroll/reporting category should be used?","Historical / Superseded","Administrative","Move to archive/reference","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-485","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","4. Thailand Questions To Send To Finance / Payroll / Legal","5. Should payment be processed via payroll or accounts payable?","Historical / Superseded","Administrative","Move to archive/reference","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-486","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","4. Thailand Questions To Send To Finance / Payroll / Legal","15. What retention period should apply to application documents?","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-487","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","5. Labour-Hire Agency Risk Note","Recommended controls:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-488","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","6. Recommended Payment-Control Position","- State that payment is subject to applicable tax, payroll, withholding, and reporting treatment.","Historical / Superseded","Administrative","Move to archive/reference","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-489","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","6. Recommended Payment-Control Position","- Do not describe the award as tax-free.","Historical / Superseded","Administrative","Move to archive/reference","Bursary payments are tax liable to the recipient; recipient handles their own tax position.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-490","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","7. Public Communication Controls","Do not publish a LinkedIn post until:","Historical / Superseded","Administrative","Move to archive/reference","Final communications still need pre-publication check.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-491","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","7. Public Communication Controls","- subject to annual review and available bursary places","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-492","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","8. Future Singapore ROS / Fundraising Pathway","If the scheme later ""catches on"" and EDrill wants to raise funds from employees, members, or a wider community in Singapore, the future workstream should answer:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-493","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","8. Future Singapore ROS / Fundraising Pathway","Recommended future-readiness clause for Phase 1 documents:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-494","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","8. Future Singapore ROS / Fundraising Pathway","> The Company may review the structure, funding model, administration, or legal form of the Bursary from time to time, including whether the Bursary should remain an internal company-funded scheme or be replaced, supplemented, or succeeded by another approved structure.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-495","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","9. Required Evidence File For First Launch","- labour-hire agency acknowledgement, if applicable.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-496","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","10. Source Anchors Checked","The following official source anchors were checked for this action note:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-497","01_drafting/governance/open-questions/EDrill_Family_Bursary_Legal_Compliance_Action_Note.md","10. Source Anchors Checked","- Singapore Registry of Societies, What you should know: registration information, constitution, office bearers, member information.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-498","01_drafting/governance/open-questions/EDrill_Family_Bursary_Marcus_Clarification_Question.md","1. Current Position","The earlier question on whether awards should be given to the ""most needy"" eligible applicants first has been superseded by the current working position:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-499","01_drafting/governance/open-questions/EDrill_Family_Bursary_Marcus_Clarification_Question.md","1. Current Position","> Applications should be assessed by the Committee using a means-tested, need-weighted approach. A family may apply for multiple children, and each child/application should be assessed under the approved criteria and the annual cap.","Historical / Superseded","Administrative","Move to archive/reference","Families may apply for multiple children; each child/application is means-tested separately under the annual cap.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-500","01_drafting/governance/open-questions/EDrill_Family_Bursary_Marcus_Clarification_Question.md","2. Selection Position To Carry Forward","If eligible applications exceed available bursary places, the Committee should rank applications using the approved scoring model, weighted toward financial need and family circumstances.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-501","01_drafting/governance/open-questions/EDrill_Family_Bursary_Marcus_Clarification_Question.md","2. Selection Position To Carry Forward","The scheme should remain a welfare-oriented education support bursary, not an academic prize and not a random draw.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-502","01_drafting/governance/open-questions/EDrill_Family_Bursary_Marcus_Clarification_Question.md","3. Related Rules Now Reflected Elsewhere","- Labour-hire wording should refer to the appointed labour-hire agency at the time of application.","Historical / Superseded","Administrative","Move to archive/reference","Use: eligible employees of the appointed labour-hire agency at the time of application who are assigned to EDrill rigs.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-503","01_drafting/governance/open-questions/EDrill_Family_Bursary_Marcus_Clarification_Question.md","4. Action","Do not send the earlier Marcus question. Proceed using the Decision Log, Eligibility and Selection Rules, SOP, and Evidence Checklist as updated.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-504","01_drafting/governance/open-questions/EDrill_Family_Bursary_ROS_Feasibility_Note_FUTURE.md","The EDrill Family Bursary - Future Singapore ROS Feasibility Note","Purpose: preserve the option to develop The EDrill Family Bursary into a Singapore registered society or related structure if the initiative later grows beyond a company-funded internal scheme.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-505","01_drafting/governance/open-questions/EDrill_Family_Bursary_ROS_Feasibility_Note_FUTURE.md","1. Current Position","Phase 1 should not be described as:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-506","01_drafting/governance/open-questions/EDrill_Family_Bursary_ROS_Feasibility_Note_FUTURE.md","3. ROS Registration Considerations","- society name and alternative names;","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-507","01_drafting/governance/open-questions/EDrill_Family_Bursary_ROS_Feasibility_Note_FUTURE.md","3. ROS Registration Considerations","The ROS constitution template should be used as the starting point if the future society route is chosen.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-508","01_drafting/governance/open-questions/EDrill_Family_Bursary_ROS_Feasibility_Note_FUTURE.md","4. Key Strategic Question","Before moving to ROS, EDrill should decide whether the future model is actually best served by a society.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-509","01_drafting/governance/open-questions/EDrill_Family_Bursary_ROS_Feasibility_Note_FUTURE.md","4. Key Strategic Question","Alternative structures may include:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-510","01_drafting/governance/open-questions/EDrill_Family_Bursary_ROS_Feasibility_Note_FUTURE.md","6. Future Readiness Requirements","If the future pathway is pursued, EDrill should prepare:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-511","01_drafting/governance/open-questions/EDrill_Family_Bursary_ROS_Feasibility_Note_FUTURE.md","6. Future Readiness Requirements","1. legal structure recommendation;","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-512","01_drafting/governance/open-questions/EDrill_Family_Bursary_ROS_Feasibility_Note_FUTURE.md","7. Decision Gates Before ROS Work Starts","| Gate | Owner | Required decision |","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-513","01_drafting/governance/open-questions/EDrill_Family_Bursary_ROS_Feasibility_Note_FUTURE.md","8. Recommended Position","Do not start accepting employee/member contributions until the legal structure and fundraising obligations are confirmed.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-514","01_drafting/governance/open-questions/EDrill_Family_Bursary_ROS_Feasibility_Note_FUTURE.md","8. Recommended Position","Do not register a society merely because the Bursary ""catches on"". Register only if a separate member-based body is actually the right structure.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-515","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","1. Working Aim","The EDrill Family Bursary is intended to support the education of eligible children of Energy Drilling employees in Thailand, with a possible extension to eligible labour-hire agency employees working on EDrill rigs. The immediate objective is to create a controlled company-funded bursary scheme for Thailand operations. A longer-term option is to preserve...","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-516","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","2. Known Source Facts From Email Chain","- Eligible Energy Drilling Thailand employees include eligible Thai crew assigned to ED1, ED2, T15, T16, and GHTH, as well as EVE, subject to salary and age criteria.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-517","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","2. Known Source Facts From Email Chain","- Existing recipients may be considered for continuation in later years, subject to eligibility review and available slots.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-518","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","2. Known Source Facts From Email Chain","- Marcus Chew later indicated that children of labour-hire agency employees working on EDrill rigs should also be included.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-519","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","3. Core Framing Decision","The first major decision is whether this is:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-520","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","3. Core Framing Decision","Recommended short-term framing:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-521","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","3. Core Framing Decision","The first version should be a company-funded employee family education bursary scheme, governed by an internal charter and procedure. This avoids creating the appearance of a separate legal body before the company has decided whether it wants one.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-522","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","3. Core Framing Decision","Recommended long-term safeguard:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-523","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","3. Core Framing Decision","The documents should still use clean governance, transparent selection rules, records, financial controls, conflict-of-interest declarations, privacy controls, and annual reporting. Those features will make a later Singapore ROS or fundraising model easier to build without redesigning the scheme from zero.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-524","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","4. Assumptions To Challenge","These assumptions should not be accepted without testing:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-525","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","4. Assumptions To Challenge","- That private schools should be included without caps. International or high-fee schools could undermine the welfare logic.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-526","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","4. Assumptions To Challenge","- That the LinkedIn post should be external at launch. Public communication may create expectations before the scheme is fully governed.","Historical / Superseded","Administrative","Move to archive/reference","Final communications still need pre-publication check.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-527","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","5. Legal, Tax, and Compliance Checks Required","Before launch, EDrill should obtain local confirmation on the following:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-528","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Thailand","- Whether payments should be processed through payroll, accounts payable, or direct school/vendor payment.","Historical / Superseded","Administrative","Move to archive/reference","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-529","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","6. Decisions Required Before Drafting","The following decisions should be answered before formal documents are drafted.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-530","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Authority and Ownership","4. Is the Bangkok office only the administrator, or also the decision authority?","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-531","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Eligibility","7. Should the salary threshold be base salary only, or include allowances and regular overtime?","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-532","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Award Value and Payment","18. Should payment be made to the school, reimbursed to the employee, or paid as cash support?","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-533","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Selection","23. Should previous recipients receive priority, equal treatment, or lower priority?","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-534","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Selection","24. Should selection be needs-based, lottery-based, merit-based, service-based, or committee-scored?","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-535","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Selection","25. Should applications be anonymised before committee review?","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-536","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Communication","37. Should the LinkedIn post mention exact values and eligibility, or only the purpose and launch?","Historical / Superseded","Administrative","Move to archive/reference","Final communications still need pre-publication check.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-537","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Communication","38. Should any labour-hire agency be mentioned publicly?","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-538","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Communication","39. Should the scheme be positioned as employee welfare, CSR, education support, or family support?","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-539","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Phase 1 - Thailand Company-Funded Scheme","These are the recommended first-launch documents:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-540","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Phase 1 - Thailand Company-Funded Scheme","- Scoring, eligibility check, conflict record, decision record.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-541","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Phase 1 - Thailand Company-Funded Scheme","- Continuing eligibility, school progress/enrolment, payment record, annual committee decision.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-542","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Phase 1 - Thailand Company-Funded Scheme","- Number of applicants, number of awards, total spend, demographic summary, issues, recommendations.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-543","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","Phase 2 - Future Singapore ROS / Fundraising Readiness","These should not govern the first version unless EDrill decides to establish a separate body. However, the Phase 1 documents should be compatible with later creation of:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-544","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","8. Recommended Governance Model For Phase 1","- Applications should be assessed against written criteria.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-545","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","8. Recommended Governance Model For Phase 1","- Decisions should be recorded with reasons.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-546","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","8. Recommended Governance Model For Phase 1","- Personal data should be held only by authorised HR/Finance personnel.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-547","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","8. Recommended Governance Model For Phase 1","- Annual review should confirm eligibility rules, budget, outcomes, and lessons learned.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-548","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","9. Suggested Selection Approach","A merit-based model using the child's academic performance may look attractive, but it may conflict with the welfare purpose. If the bursary is intended to support families with education costs, financial need and eligibility should likely matter more than grades.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-549","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","10. Recommended Communication Position","The scheme should be presented as a family education support initiative for eligible employees and eligible workers supporting EDrill operations in Thailand.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-550","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","10. Recommended Communication Position","Public announcement should be modest and values-led. Avoid implying public charity status, guaranteed entitlement, or fundraising unless those structures are legally approved.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-551","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","11. Drafting Sequence Once Decisions Are Answered","Recommended sequence:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-552","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","12. Codex Working Prompt","You are helping draft the document pack for The EDrill Family Bursary. Do not draft a formal constitution yet unless instructed. First use the attached setup brief as the controlling source. The immediate structure is a company-funded employee family education bursary for Thailand operations, administered by the Bangkok office, with a long-term option to ...","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
